epoch,train_loss,train_bag_loss,train_mil_pos_loss,train_mil_neg_loss,train_auc,val_loss,val_bag_loss,val_mil_pos_loss,val_mil_neg_loss,val_roc_auc,val_pr_auc,combined_metric
1,1.266081878155537,0.9999970938873237,0.19484759800788226,0.07123718620522843,0.8182473257336754,0.9209080757751856,0.7662643855973466,0.12266244662236678,0.03198124502645167,0.8925985874314974,0.3294793621819138,0.6110389748067057
2,1.0601920156237956,0.8940227907304922,0.14382542272124252,0.022343801199105184,0.8570490898462391,0.9486965210470435,0.8013114531562753,0.13266453809321743,0.014720531615543446,0.9004562533548042,0.41432981932492313,0.6573930363398637
3,1.0409921562588815,0.8772532533571561,0.14177073315653604,0.02196816820502603,0.8617146325107454,1.0008411295609931,0.8494030681374954,0.1360195773003036,0.015418487461921695,0.8640629697878563,0.3619350897459556,0.612999029766906
4,1.0144615586060586,0.8536832524669251,0.13881828282154385,0.02196002499577201,0.8695203936774153,0.8507153878065005,0.7168985773847528,0.11412566189896571,0.01969114617278723,0.9157256614151876,0.44344701362526195,0.6795863375202248
5,0.9575468737108648,0.8020876550320661,0.1341849238339568,0.02127429628074743,0.887799010417481,0.8063264859049287,0.6730901127400464,0.11220780819756528,0.021028566643059868,0.9163180437272772,0.43494739777144725,0.6756327207493622
6,0.9465471694594393,0.7934455062877764,0.13211318584555057,0.020988477176198055,0.8895682863912102,0.849700088696937,0.7093215147518132,0.11289180229634863,0.0274867713655511,0.9079154930616657,0.4364531972320278,0.6721843451468468
7,0.9275098652414457,0.7761447492743416,0.13028748017812047,0.02107763507002496,0.895812080488385,0.8083839639613073,0.6769615437886486,0.11594480100815019,0.015477623554482444,0.9179322232736247,0.43794614436838164,0.6779391838210032
8,0.9196949359631288,0.7695872566524885,0.129070957180093,0.02103672241594413,0.8969654089226075,0.8033159500523789,0.6729898582990855,0.11344598094894462,0.016880108570450383,0.9161552607939379,0.449508783827849,0.6828320223108935
9,0.9114478024535838,0.7618117737118505,0.12888392727475007,0.02075210210591188,0.8994974296353286,0.7783177038578138,0.6503686847343837,0.10917807243866463,0.018770941182945484,0.9217020546618635,0.46970478975920354,0.6957034222105335
10,0.9003088341579457,0.751843212266151,0.1276520500228979,0.020813571668340553,0.9021208992528166,0.7916673603123181,0.662847022018204,0.10851815860361269,0.020302181955337627,0.9210982360417095,0.4665127726169646,0.6938055043293371
11,0.8990643728499257,0.7512447937013151,0.12709013190628451,0.020729448014375585,0.9026620020669708,0.7970568622628303,0.6674078468182315,0.10634122149227825,0.023307791904686657,0.9203245329098211,0.45539567293180105,0.6878601029208111
12,0.8971960972700685,0.7503079015462135,0.1266041957307257,0.020284001610086495,0.9021328158840459,0.7777606951863798,0.6489556535874328,0.10695427048900356,0.021850769884552652,0.9214613388227612,0.4638871349711611,0.6926742368969612
13,0.8889468671134054,0.7420148797092538,0.12633578844961818,0.02059619919794726,0.9052323358383235,0.8009178591917638,0.6705118027860171,0.10518982780663526,0.025216229404131436,0.9245052413337687,0.4727322298994129,0.6986187356165907
14,0.8848406666879991,0.7390699514224958,0.12531738361073652,0.020453332020281195,0.905462174019958,0.7891003605029354,0.656939992247379,0.10803381898886945,0.024126545910736267,0.9192822609949957,0.4532155000054863,0.686248880500241
15,0.8732979510211792,0.7286411395574942,0.12418521611281663,0.020471595935656457,0.908635390760135,0.7917274113795528,0.6623048988107133,0.10953117435007062,0.01989134047180414,0.9172417100600775,0.4730316334557636,0.6951366717579206
16,0.8825730093657568,0.7360876601365703,0.12562984073426853,0.02085550798276918,0.9066595876552044,0.7792892025349891,0.6510824018961763,0.10530212688170476,0.02290467548324433,0.9252311702109999,0.47566137485225146,0.7004462725316256
17,0.8763175253902585,0.7305872895209795,0.12520022884537454,0.02053000716647171,0.9083699896305378,0.7701032972090864,0.6399259209632874,0.10365780679993841,0.02651956834294514,0.9265136968234732,0.47452644865879573,0.7005200727411345
18,0.8702684988671456,0.7255147662626721,0.12413192903280124,0.020621803487531398,0.9096421522007653,0.8073422582590417,0.6707912059271173,0.10886789940501729,0.027683154753830336,0.9183930880429709,0.43125460197596904,0.67482384500947
19,0.868445247993892,0.7234551765270962,0.12459124444692118,0.020398827943150417,0.9100974500170477,0.7721635138335293,0.642480432313599,0.10445522838973836,0.025227852447009456,0.9212534562551994,0.47429114972697917,0.6977723029910893
20,0.8641590687686299,0.7199617422708526,0.12383030055218133,0.020367025666234134,0.9111712863478882,0.7855064167143547,0.6553145630718911,0.10628905554544436,0.023902794922867867,0.9233854976546345,0.4651727637387377,0.6942791306966861
21,0.856557055070694,0.7134938736066255,0.12281188212550623,0.02025129969436801,0.9123767726394518,0.7815770801207791,0.6482006559633229,0.10513254742916316,0.028243877784004563,0.9229670578990765,0.4732123312986395,0.698089694598858
22,0.8553025519585896,0.7123413104773867,0.12268873641741826,0.020272504199022646,0.9127905422396295,0.8026529423994561,0.6615629919179499,0.1073676630905638,0.03372228986086094,0.9261776169316385,0.4594754905117588,0.6928265537216987
23,0.8603974162362331,0.7170330800709421,0.1228817165923703,0.020482619940621637,0.9114734277200154,0.752365031389341,0.6263883484144733,0.10513289017628318,0.02084379460126774,0.9290185249744989,0.47863127143174544,0.7038248982031221
24,0.8509525358453001,0.7086088894303135,0.12212799291478388,0.020215652919875402,0.9135566921718317,0.7751134063283058,0.6466386510901255,0.1069629469325077,0.02151181416598799,0.9246186821315066,0.4720689630011946,0.6983438225663505
25,0.8448649054067104,0.703329790016926,0.12145019799560465,0.02008491591725339,0.9149657762632324,0.7752769365294339,0.6468487398877536,0.10861274884528901,0.01981544773260208,0.9242255129276394,0.4695707865984893,0.6968981497630644
26,0.8460402335134733,0.7038079677618464,0.12185707934002044,0.02037518575343574,0.9152685062826433,0.7664734096968011,0.637021323426129,0.10353952092309929,0.025912565353951634,0.9269986331767297,0.47849245958318626,0.702745546379958
27,0.8356984330412591,0.694865955276363,0.12085948782188609,0.01997299044575629,0.9171134473799076,0.746601889394734,0.6213045593810408,0.10330865026566467,0.021988680285771618,0.9259084025506655,0.48634839331731095,0.7061283979339883
28,0.8367275282975698,0.6954408756756049,0.12100654568769469,0.020280106585811485,0.9172148074981243,0.7493767881230132,0.6227648164719751,0.10403249705184812,0.022579473542840515,0.9282424239070486,0.4742154780912793,0.7012289509991639
29,0.833779005203634,0.6927841877261111,0.12080501940991424,0.020189799081410296,0.9177909355981555,0.7672732759011935,0.6405585689495688,0.10603933505816003,0.02067537732575446,0.922464874855432,0.4698069372713929,0.6961359060634125
30,0.8340812659466249,0.6940477714418335,0.1200044746657625,0.02002901858050141,0.9176022424711394,0.7759004183419763,0.6487450068331745,0.10795632545670418,0.019199087376042895,0.9224176539705202,0.4762995037697067,0.6993585788701134
31,0.8213793249292807,0.6817908278315878,0.11945497899251177,0.020133518263579373,0.9204156566704984,0.7890083585087567,0.6600150005458153,0.11118549782246964,0.0178078620059875,0.9201848992774836,0.4655943985429901,0.6928896489102369
32,0.8254072041853221,0.6857440669473001,0.11943647506066747,0.020226661770994293,0.9190945189552768,0.7604294713229349,0.6298359307116025,0.10236964255622397,0.028223898064676824,0.928075767385494,0.47327806813872186,0.7006769177621079
33,0.8209959594637805,0.680751285848091,0.11988249266342414,0.02036218036992642,0.920813328853228,0.7430551647119326,0.6179430502326522,0.10350651679535026,0.021605597889331515,0.9278503614426719,0.47915840072852806,0.7035043810856
34,0.8213744226207776,0.6823571319618367,0.11915492748731088,0.01986236266092454,0.920319971359297,0.7714529616375492,0.6414435348894498,0.10583268483105587,0.024176742297865143,0.9229718537702003,0.47327780622091953,0.6981248299955599
35,0.8217827103287542,0.6823097340130072,0.11944994195063538,0.02002303531795046,0.9203168519921956,0.7472027531633638,0.621723566296166,0.10516608651880532,0.020313103066451132,0.9281540692044202,0.4778631181041366,0.7030085936542785
36,0.8176365620453138,0.6790288709563075,0.11858688518272015,0.020020806025456535,0.9208584059481,0.7439932995258945,0.6188000365479351,0.10668923233776059,0.01850403715307786,0.9293527603005166,0.4806441348690262,0.7049984475847714
37,0.8147511146374881,0.6761550423986566,0.11847527130352295,0.020120801038385504,0.9215735397823903,0.7517739932831019,0.6262100824346281,0.107852887733495,0.017711019210121914,0.9276982769910703,0.4745506673201598,0.7011244721556151
